Business,ContactEmail,ContactPhone,ItemName,ItemType,MealType,ServingSize,ServingSizeUnit,PricePerUnit,TotalPrice,MinimumOrderAmount,MinimumOrderType,DeliveryAvailable,DeliveryMinimum,DeliveryZone,PickupAvailable,DepositPercentage,DepositDays,PaymentMethods,DietaryNotes,Description,Notes
Friendship Catering,catering@vafcs.org,604-568-9619,CATERING_CONSTRAINT,N/A,N/A,N/A,N/A,N/A,N/A,600,dollars,Yes,600,Burnaby/Vancouver/North Shore,Yes,50,Varies,"Square, Certified Cheque, VISA, MasterCard, EFT",N/A,"50% deposit required. Balance due after event. 15% gratuity on all orders. Weekend deliveries NOT available. 72-hour cancellation policy. 7 days prior: final guest count & dietaries required.","CRITICAL: $600 minimum for any catering order. Weekend deliveries unavailable. Must provide final details 7 days prior."
Friendship Catering,catering@vafcs.org,604-568-9619,Mushroom Bannock Pocket,Appetizer,Reception,1,piece,48,48,1,piece,Yes,600,Burnaby/Vancouver/North Shore,Yes,50,Varies,"Square, Certified Cheque, VISA, MasterCard, EFT",Contains mushroom,"Roasted mushroom and herbed cream, priced per dozen in menus",
Friendship Catering,catering@vafcs.org,604-568-9619,Prairie Poppers,Appetizer,Reception,1,piece,42,42,1,piece,Yes,600,Burnaby/Vancouver/North Shore,Yes,50,Varies,"Square, Certified Cheque, VISA, MasterCard, EFT",Vegetarian,"Braised elk shank and wild grain risotto, served with golden and served with wild mushroom spread, priced per dozen",
Friendship Catering,catering@vafcs.org,604-568-9619,Hunter Roll,Appetizer,Reception,1,piece,48,48,1,piece,Yes,600,Burnaby/Vancouver/North Shore,Yes,50,Varies,"Square, Certified Cheque, VISA, MasterCard, EFT","Contains seafood, dairy","Savory tower made with bacon, berries, priced per dozen",
Friendship Catering,catering@vafcs.org,604-568-9619,Duck Billette,Appetizer,Reception,1,piece,42,42,1,piece,Yes,600,Burnaby/Vancouver/North Shore,Yes,50,Varies,"Square, Certified Cheque, VISA, MasterCard, EFT",Contains duck,"Duck confit, blueberry jelly, candied garlic, served on toasted brioche",
Friendship Catering,catering@vafcs.org,604-568-9619,Salmon Poke,Appetizer,Reception,1,piece,48,48,1,piece,Yes,600,Burnaby/Vancouver/North Shore,Yes,50,Varies,"Square, Certified Cheque, VISA, MasterCard, EFT",Contains salmon,"Maple & miso marinated Sockeye salmon, edamame, pumpkin seed pesto, crisp chips",
Friendship Catering,catering@vafcs.org,604-568-9619,Sharing Board - Gatherer,SharingBoard,Reception,1,serving,30,30,10,people,Yes,600,Burnaby/Vancouver/North Shore,Yes,50,Varies,"Square, Certified Cheque, VISA, MasterCard, EFT",Vegetarian,"Maple smoked carrots, grilled seasonal vegetables, wild mushroom spread, smoked jalapeño bison lip, house pickles",
Friendship Catering,catering@vafcs.org,604-568-9619,Sharing Board - Hunter,SharingBoard,Reception,1,serving,25,25,10,people,Yes,600,Burnaby/Vancouver/North Shore,Yes,50,Varies,"Square, Certified Cheque, VISA, MasterCard, EFT",Contains meat,"Candied wild sockeye salmon, poached prawns, avocado & mango scallop ceviche, whipped salmon dip, house cocktail sauce",
Friendship Catering,catering@vafcs.org,604-568-9619,Sharing Board - Gatherer,SharingBoard,Reception,1,serving,22,22,10,people,Yes,600,Burnaby/Vancouver/North Shore,Yes,50,Varies,"Square, Certified Cheque, VISA, MasterCard, EFT","Contains seafood, dairy","Two rivers salmon selection, elk, venison, bison, Li'l pets Chillouin selection, house seasonal jam",
Friendship Catering,catering@vafcs.org,604-568-9619,Sliders - Bison Bacon,Slider,Reception,1,piece,60,60,12,pieces,Yes,600,Burnaby/Vancouver/North Shore,Yes,50,Varies,"Square, Certified Cheque, VISA, MasterCard, EFT",Contains meat,"Rosemary Bison pattie, house-made bacon jam, aged cheddar, tomato relish, roasted garlic & lemon aioli on brioche bun",
Friendship Catering,catering@vafcs.org,604-568-9619,Sliders - Chickpea,Slider,Reception,1,piece,60,60,12,pieces,Yes,600,Burnaby/Vancouver/North Shore,Yes,50,Varies,"Square, Certified Cheque, VISA, MasterCard, EFT",Vegan,"Chickpea party, pickled red onion, roasted garlic & lemon aioli on brioche bun",
Friendship Catering,catering@vafcs.org,604-568-9619,Buffet Dinner - Main Course,MainCourse,Dinner,1,person,38,38,10,people,Yes,600,Burnaby/Vancouver/North Shore,Yes,50,Varies,"Square, Certified Cheque, VISA, MasterCard, EFT",Varies,"Wild rice pilaf or garlic mashed potato. Available in multiple options",
Salish Catering,N/A,604-568-5044,CATERING_CONSTRAINT,N/A,N/A,N/A,N/A,N/A,N/A,500,dollars,Yes,0,Vancouver,Yes,50,Varies,"Cash, Cheque","N/A","50% deposit at booking. Balance due day of event. 20% gratuity on all food and beverage. 5% GST, PST on liquor. Final menu 3 business days prior. Within Vancouver delivery charge applies. 50-year price guarantee (30 days).","CRITICAL: $500 minimum for Catering Services. Cash/Cheque only (no cards). Requires 3 business days notice for menu finalization."
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,CATERING_CONSTRAINT,N/A,N/A,N/A,N/A,N/A,N/A,12,people,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque,N/A,"Lunch catering only, Monday-Friday. Minimum 12 people. 25% deposit required within 3 days. 15% rush surcharge if <3 days notice. Final payment due day of event. Wild salmon & free-range organic game meats only.","CRITICAL: Weekday lunch only. Minimum 12 people. 25% deposit, 15% rush surcharge."
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Bulk Bannock with Butter,Bulk,Breakfast,12,pieces,43,43,12,pieces,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque,Vegan,Per dozen,
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Bulk Bannock Gluten Free,Bulk,Breakfast,12,pieces,54,54,12,pieces,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque,Gluten-free,Per dozen,
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Bannock Bowl,Breakfast,Breakfast,1,serving,25,25,1,piece,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque,Contains salmon,"Salmon Mousse, Includes Bannock Crackers",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Pemmican Mousse Bannock Bowl,Breakfast,Breakfast,1,serving,35,35,1,piece,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque,Contains meat,"Pemmican Mousse, Includes Bannock Crackers",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Seasonal Jam Bannock Bowl,Breakfast,Breakfast,1,serving,15,15,1,piece,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque,Vegan,"Seasonal Jam, Includes Bannock Crackers",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Hearty Braised Bison Stuff Bannock,Breakfast,Breakfast,1,serving,14,14,1,piece,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Contains bison,"$16 for gluten-free",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Breakfast Bannockwiches,Breakfast,Breakfast,1,piece,12,12,1,piece,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Contains eggs,"Lemon aioli, Egg, sliced tomato, Smoked Cheddar. Options: Elk Pattie +$9, Salmon Lox +$6, Game Salami +$5, Gluten free +$2",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Yogurt Parfaits,AddOn,Breakfast,1,serving,4.75,4.75,1,piece,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegetarian,"Sweetgrass Cherrie, Sage Blueberries",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Fruit Salad,AddOn,Breakfast,1,serving,6.50,6.50,1,piece,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegan,Seasonal,
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Cinnamon Bite,AddOn,Breakfast,48,pieces,57,57,48,pieces,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegetarian,48 pieces,
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Coffee Box,Beverage,Breakfast,12,people,45,45,12,people,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegan,"Includes Cups and Condiments",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Breakfast Charcuterie Platter,Platter,Breakfast,12,people,150,150,12,people,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Contains meat and dairy,"Spinach, Cream cheese, smoked cheddar, Sliced Cinnamon apples, sage blueberries, 24 deviled eggs, Bannock Crackers",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Game Salami Add,AddOn,Breakfast,1,serving,60,60,1,serving,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Contains meat,"+$60",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Salmon Add,AddOn,Breakfast,1,serving,72,72,1,serving,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Contains salmon,"Candied Salmon, Salmon Lox, +$72",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Sea and Land Combination,Platter,Breakfast,1,serving,120,120,1,serving,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Contains seafood and meat,"+$120",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Bannockwiches,Lunch,Lunch,1,piece,28,28,1,piece,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Varies,"Includes Coleslaw. Choice of: Roasted Pepper (vg), Herb cream Cheese and Cucumber (Vg), Salmon Lox, Game Salami, Smoked Salmon Salad",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Lunches - The Feast,Lunch,Lunch,1,person,39,39,12,people,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Contains salmon and meat,"House smoked Salmon, Elk meatballs Smoked Medicine Wheel Vegetable Skewers Roasted Potato & Green Salad. Includes Bannock. Substitute: Sage Infused Blueberries Salmon - + 4 per order.",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Stuff Peppers AddOn,AddOn,Lunch,1,serving,0,0,1,serving,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegetarian,"Wild rice, and vegetarian chili. Add Cheese $3 Vegan Cheese $5",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Game Sausages,AddOn,Lunch,1,serving,12,12,1,serving,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Contains meat,
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Build Your Own Bannock Taco Bar - Ground Elk,TacoBar,Lunch,1,person,28,28,12,people,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Contains meat,"Comes with chopped greens, diced tomatoes, cheddar cheese, and sour cream.",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Build Your Own Bannock Taco Bar - Vegetarian Chili,TacoBar,Lunch,1,person,20,20,12,people,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegetarian,"Comes with chopped greens, diced tomatoes, cheddar cheese, and sour cream.",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Canape Service - Sea Selections,Canape,Reception,12,pieces,43,43,48,pieces,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Varies,"Minimum 4 dozen. Candied Salmon and Sweetgrass Cherry Skewers, Lemon Dill Salmon Skewers, Lox, Cream Cheese, Caper cracker (gf available +2) + $1 per dozen, Salmon Ceviche in Cucumber cups",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Canape Service - Land Selections,Canape,Reception,12,pieces,43,43,48,pieces,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Varies,"Minimum 4 dozen. Game Salami Skewers, Pulled Bison Crackers (gf available +2), Blueberry Sage BBQ Elk Meatballs",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Canape Service - Gathered and Sweet Selections,Canape,Reception,12,pieces,33,33,12,pieces,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegan,"Three Sisters Salad–beans, corn, and squash (Vegan)",
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Rice Pudding Canapé,Canape,Reception,12,pieces,43,43,12,pieces,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegetarian,
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Oatmeal Cookies Canapé,Canape,Reception,12,pieces,38,38,12,pieces,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegetarian,
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Sea and Land Platter,Platter,Reception,12,people,350,350,12,people,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Contains seafood and meat,
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Bubbly,Beverage,Beverage,1,serving,3.50,3.50,1,serving,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegan,
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Karma,Beverage,Beverage,1,serving,4.75,4.75,1,serving,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegan,
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Cookie,Dessert,Dessert,1,piece,5.00,5.00,1,piece,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegetarian,
Salmon n Bannock,cateringsnb@gmail.com,604-568-8971,Rice Pudding,Dessert,Dessert,1,serving,7.00,7.00,1,serving,Yes,0,"Vancouver City, UBC, Park Royal",Yes,25,3,Visa/MasterCard/Cheque",Vegetarian,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,CATERING_CONSTRAINT,N/A,N/A,N/A,N/A,N/A,N/A,TBD,TBD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,"Menu items include canapés, salads, sandwiches, mains, sides, pastas, soups & stews, desserts, beverages, breakfast. Pricing and minimum order details TBD - contact for quote.","WARNING: Pricing, minimums, and payment terms not published. MUST contact to quote."
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Venison Meatballs w/Blueberry Compote,Canape,Reception,1,piece,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains venison,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Rhubarb BBQ Pulled Bison Mini Sliders,Canape,Reception,1,piece,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains bison,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Smoked Salmon Mousse on Bannock Crackers,Canape,Reception,1,piece,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains salmon,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Beetroot Patties w/Crème Fraiche,Canape,Reception,1,piece,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Vegetarian,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Butternut Squash Gnocchi w/Sage Butter,Canape,Reception,1,piece,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Vegetarian,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Mushroom Duxelle Cream Cheese Pastry,Canape,Reception,1,piece,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Vegetarian,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Organic Mixed Green,Salad,Lunch,1,serving,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Vegan,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Three Sister Salad,Salad,Lunch,1,serving,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Vegan,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Wild Rice Cranberry,Salad,Lunch,1,serving,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Vegan,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Pumpkin Crusted Halibut,Main,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains fish,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Mediterranean Style Halibut,Main,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains fish,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Maple Glazed Salmon,Main,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains salmon,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Bison Flank Steak w/Blueberry Au Jus,Main,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains bison,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Venison Meatloaf,Main,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains venison,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Bison Meatloaf,Main,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains bison,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Venison Shepards Pie,Main,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains venison,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Bannock Tacos,Main,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Varies,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Bison Burgers,Main,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains bison,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Chicken Coq Au Vin,Main,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains chicken,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Bison Bourguignon,Main,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains bison,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Wild Rice Pilaf,Side,Lunch,1,serving,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Vegan,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Mashed Potato,Side,Lunch,1,serving,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains dairy,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Seasonal Vegetable,Side,Lunch,1,serving,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Vegan,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Venison Lasagna,Pasta,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains venison,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Beef Lasagna,Pasta,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains beef,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Vegetarian Lasagna,Pasta,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Vegetarian,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Chicken Fettucine,Pasta,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains chicken,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Beef Stew,Soup,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains beef,
Cedar Feast House,cedarfeasthouse4@gmail.com,604-831-1215,Bison Stew,Soup,Lunch,1,person,TBD,TBD,TBD,TBD,Unknown,Unknown,Unknown,Unknown,TBD,TBD,Unknown,Contains bison,
